[132_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0561
[133_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0560
[134_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0562
[135_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0559
[136_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0563
[137_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0650
[138_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0560
[139_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0560
[140_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0552
[141_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0564
[142_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0560
[143_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0563
[144_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0560
[145_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0555
[146_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0561
[147_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0557
[148_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0565
[149_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0561
[150_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0564
[151_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0581
[152_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0567
[153_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0562
[154_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0560
[155_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0561
[156_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0565
[157_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0563
[158_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0568
[159_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0570
[160_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0559
[161_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0563
[162_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0562
[163_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0554
[164_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0560
[165_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0563
[166_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0564
[167_Solution] EECBS_MAKESPAN: 20, SOC(A*): 154, MS(A*): 20, TIMECOST: 0.0560
[168_Solution] EECBS_MAKESPAN: 20, SOC(A*): 150, MS(A*): 20, TIMECOST: 0.0561
[Done] Final makespan: 21
