[INIT] EECBS_MAKESPAN: 22, SOC(A*): 118, MS(A*): 22, Hungarian time: 0.2693
[496_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[497_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[498_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[499_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0195
[500_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0187
[501_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[502_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0188
[503_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0188
[504_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[505_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[506_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0188
[507_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[508_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0192
[509_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[510_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[511_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[512_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0188
[513_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[514_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[515_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[516_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[517_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0188
[518_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[519_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[520_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[521_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[522_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[523_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[524_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[525_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[526_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0188
[527_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[528_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[529_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[530_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0193
[531_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0187
[532_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0192
[533_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[534_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[535_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0187
[536_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[537_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[538_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[539_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[540_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[541_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[542_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0190
[543_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[544_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[545_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0189
[546_Solution] EECBS_MAKESPAN: 20, SOC(A*): 137, MS(A*): 20, TIMECOST: 0.0191
[Done] Final makespan: 20
