[INIT] EECBS_MAKESPAN: 22, SOC(A*): 118, MS(A*): 22, Hungarian time: 0.4187
[251_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0204
[252_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0203
[253_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[254_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0206
[255_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[256_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[257_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0198
[258_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[259_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[260_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0275
[261_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0243
[262_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0199
[263_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[264_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[265_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[266_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[267_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[268_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0197
[269_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[270_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[271_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[272_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[273_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[274_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[275_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[276_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[277_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[278_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[279_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[280_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[281_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[282_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[283_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[284_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[285_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[286_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[287_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[288_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[289_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[290_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[291_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[292_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[293_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[294_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[295_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[296_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[297_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[298_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[299_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[300_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[301_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[302_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[303_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[304_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[305_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0190
[306_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[307_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[308_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[309_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[310_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[311_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[312_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[313_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[314_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0205
[315_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[316_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[317_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[318_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[319_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[320_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[321_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[322_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0200
[323_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[324_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[325_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[326_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[327_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[328_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0200
[329_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[330_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0195
[331_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0194
[332_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0208
[333_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0198
[334_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[335_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[336_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[337_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[338_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[339_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[340_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[341_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[342_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[343_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[344_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[345_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[346_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[347_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[348_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[349_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0191
[350_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0193
[351_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[352_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[353_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0196
[354_Solution] EECBS_MAKESPAN: 20, SOC(A*): 110, MS(A*): 20, TIMECOST: 0.0192
[Done] Final makespan: 20
